22/09/2023 05:27:29,Ciência e Tecnologia,1.0,2,1,0,1,0,0,0,0,0,0,0,0,.,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 13:39:05,Ciência e Tecnologia,3.0,2,1,2,2,0,0,0,0,0,0,0,0,.,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 13:41:11,Ciência e Tecnologia,3.0,2,1,2,2,0,0,0,0,0,0,0,0,.,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 13:34:28,Ciência e Tecnologia,3.0,2,1,0,2,2,0,2,0,0,0,0,0,.,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26/09/2023 11:42:10,Ciência e Tecnologia,3.0,2,1,0,1,0,0,0,0,0,0,0,0,.,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 13:05:28,Ciência e Tecnologia,3.0,2,3,0,2,1,0,1,4,1,0,0,1,.,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26/09/2023 12:29:12,Ciência e Tecnologia,3.0,2,3,0,2,0,1,0,0,0,0,0,0,.,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26/09/2023 11:24:51,Ciência e Tecnologia,3.0,2,1,0,0,1,1,0,0,0,0,0,0,.,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
22/09/2023 05:35:36,Ciência e Tecnologia,3.0,2,1,0,0,0,0,1,0,0,0,0,0,.,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
22/09/2023 05:38:52,Ciência e Tecnologia,3.0,2,1,0,0,0,0,0,0,0,0,0,0,.,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
27/09/2023 10:28:26,Ciência e Tecnologia,5.0,2,3,2,2,0,3,2,0,0,0,0,0,.,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
28/09/2023 10:53:01,Ciência e Tecnologia,5.0,2,1,1,2,0,0,0,0,0,1,1,0,.,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
28/09/2023 11:09:08,Ciência e Tecnologia,5.0,2,1,1,2,0,0,1,3,1,0,0,0,.,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
22/09/2023 05:34:11,Ciência e Tecnologia,3.0,2,1,0,0,0,0,0,0,0,0,0,0,..,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
04/10/2023 21:41:31,Ciência e Tecnologia,3.0,2,1,1,0,0,0,1,0,0,1,1,0,"""A principal dificuldade é não ter com quem deixar meus filhos para vir à faculdade.""",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
26/09/2023 11:36:10,Ciência e Tecnologia,3.0,2,1,2,1,0,0,1,0,0,0,0,0,a carga horária pesada,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 13:55:58,Engenharia Civil,7.0,2,3,1,2,0,3,0,4,1,0,0,1,a dificuldade dos horarios do curso pois não são bem elaborados,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
28/09/2023 10:41:52,Ciência e Tecnologia,5.0,2,1,2,2,0,0,2,0,0,0,0,0,a dificuldade que certas matérias apresentam e o transporte pois o deslocamento é entre cidades,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
26/09/2023 12:02:17,Ciência e Tecnologia,3.0,2,3,1,2,0,0,0,0,0,0,0,0,a distancia,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 13:24:21,Ciência e Tecnologia,3.0,1,0,0,0,0,0,0,0,0,1,1,0,a distancia da minha cidde e ter que morar em um lugar que não conheço ninguem,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26/09/2023 12:21:19,Ciência e Tecnologia,3.0,2,1,0,0,0,0,0,0,0,0,0,0,a distância e as dificuldades financeiras,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 13:21:14,Ciência e Tecnologia,3.0,2,1,2,2,2,0,1,4,1,1,0,1,a locomoção para a ufersa e o tempo da minha rotina que tenho que dedicar aos estudos,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26/09/2023 11:29:50,Ciência e Tecnologia,5.0,0,0,3,1,0,0,2,4,0,0,0,0,a maior dificuldade é o meio de transporte de caico-rn a angicos. pois a distancia é muito grande e cansativa. outra dificuldade é o tempo para estudar pois trabalho aos finais de semana.,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
28/09/2023 11:08:04,Ciência e Tecnologia,5.0,2,1,2,2,0,0,0,0,0,0,0,0,"A minha principal dificuldade é em relação ao meu nervosismo e também minha timidez, pois é algo que sempre acaba tendo dificuldade",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
22/09/2023 05:32:32,Ciência e Tecnologia,3.0,2,1,0,1,0,0,1,0,0,0,0,0,"A minha principal dificuldade era não saber se continuara por não ter condições de morar na cidade do campus e na minha cidade não ter transporte para ir mas facilmente consegui a residência universitária, então não há mais dificuldade.",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
27/09/2023 13:18:16,Ciência e Tecnologia,3.0,2,1,2,2,1,0,1,0,0,0,0,0,a principal dificuldade é a quantidade de horas de sono pois tenho que acordar bem cedo e devido a cidade ser afastada do campus chegar tarde em casa,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26/09/2023 11:05:06,Ciência e Tecnologia,3.0,2,3,0,2,0,0,0,0,0,0,0,0,a viagem e o horario,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 12:40:56,Ciência e Tecnologia,6.0,2,1,1,2,1,0,2,2,1,0,0,0,Algumas matérias que não tive um bom desempenho no ensino medio,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26/09/2023 12:12:54,Ciência e Tecnologia,5.0,2,1,0,0,0,0,0,0,0,0,0,0,"aluguel, passagem cara",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
05/10/2023 14:25:06,Ciência e Tecnologia,3.0,2,3,2,2,1,0,1,0,0,0,0,0,As disciplinas e condições financeiras,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
27/09/2023 12:52:41,Ciência e Tecnologia,3.0,2,3,0,2,0,3,0,4,0,1,1,1,até agora não tenho dificuldades,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 13:26:36,Ciência e Tecnologia,3.0,2,1,0,0,0,0,0,5,0,0,0,0,até o momento nenhuma,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28/09/2023 11:32:11,Ciência e Tecnologia,5.0,2,1,0,0,0,0,0,1,0,1,1,3,até o momento nenhuma,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26/09/2023 12:10:08,Ciência e Tecnologia,3.0,2,1,0,0,0,0,0,0,0,0,0,0,atualmente não encontrei dificuldades em se manter no camps e na cidade da universidade,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 13:42:37,Ciência e Tecnologia,6.0,2,3,0,2,0,0,2,4,4,1,1,0,"cansaço, e pouco tempo de estudos",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
27/09/2023 13:32:07,Ciência e Tecnologia,3.0,2,3,0,2,0,0,0,0,0,0,0,0,complexo os cálculos,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 13:53:29,Ciência e Tecnologia,3.0,2,1,2,2,0,0,2,5,1,0,0,1,conciliar os horários de estudos com minhas obrigações diárias,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26/09/2023 12:26:38,Ciência e Tecnologia,3.0,2,1,1,2,0,0,0,1,0,0,0,0,condições financeiras,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
26/09/2023 12:23:53,Ciência e Tecnologia,3.0,2,1,3,2,1,2,3,2,2,0,0,1,"condições financeiras, falta de transporte e falta de bolsa de estudos",0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28/09/2023 11:26:04,Ciência e Tecnologia,5.0,2,1,2,2,0,2,2,1,0,0,0,0,conseguir bolsa,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
28/09/2023 11:01:22,Ciência e Tecnologia,5.0,2,1,2,2,0,0,1,1,1,0,0,1,didatica de algums professors e o cansaço da viagem ter que deslocar de uma cidade para outra,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26/09/2023 15:36:04,Ciência e Tecnologia,5.0,2,3,3,2,0,3,1,1,0,0,0,1,"dificuldade com as matérias, tempo para estudar",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
26/09/2023 12:31:38,Ciência e Tecnologia,5.0,2,1,2,2,1,0,0,3,1,0,0,0,"dificuldade de aprendizagem, exclusivo em matérias de cálculo",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
28/09/2023 11:13:54,Ciência e Tecnologia,5.0,2,1,1,0,0,0,2,1,1,1,0,1,"dificuldade em aprendizagem, em algumas materias",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26/09/2023 15:22:29,Ciência e Tecnologia,6.0,2,1,2,2,0,0,1,0,0,0,0,0,dificuldade em compreender certas disciplinas,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26/09/2023 15:00:13,Ciência e Tecnologia,5.0,2,1,1,1,0,0,0,0,0,0,0,0,dificuldades com alguns conteudos passados em sala de aula,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26/09/2023 12:15:46,Ciência e Tecnologia,3.0,1,0,0,0,0,0,2,6,4,1,1,2,disponibilidade de tempo,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26/09/2023 11:02:06,Ciência e Tecnologia,3.0,2,3,3,2,0,0,0,0,0,0,1,0,em relação ao transporte devido ser pago e o valor é um absurdo pra quem não trabalha fora que eu saio muito cedo ao local onde moro e a viagem de ida e vinda é muito cansativa e nos ultimos horarios não da pra assistir devido a saida do onibus sempre perco o final das aulas,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
05/10/2023 14:08:15,Ciência e Tecnologia,3.0,2,3,3,2,0,0,0,0,0,0,0,0,Falta de estagio/trabalho de meio periodo e que seja acessivel,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
27/09/2023 10:33:18,Ciência e Tecnologia,5.0,2,3,2,2,0,3,2,5,4,0,0,1,falta de tempo,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
27/09/2023 13:58:56,Engenharia Civil,7.0,2,1,1,1,1,3,1,1,0,0,0,0,graça a deus não,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26/09/2023 15:30:56,Ciência e Tecnologia,5.0,2,3,1,2,0,0,1,6,4,0,0,2,horário para estudar limitado,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
27/09/2023 10:38:15,Ciência e Tecnologia,5.0,2,3,3,2,0,2,1,0,0,0,0,1,"locomoção, tempo para o curso",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
26/09/2023 12:18:54,Ciência e Tecnologia,3.0,2,1,0,0,0,0,1,0,0,0,0,0,me adaptar ao novo ciclo academico e estar distnte de onde moro e minha familia,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
27/09/2023 13:27:47,Ciência e Tecnologia,3.0,2,1,1,0,2,2,0,4,0,0,0,1,meu trabalho,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28/09/2023 11:22:12,Ciência e Tecnologia,7.0,1,0,0,0,0,0,1,6,4,0,0,0,"meu trabalho, pois com ele as vezes torna dificil dar conta de tudo do jeito que me planejo",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
